val_test_id,val_test_split,dev_id,topic,token_jaccard,sequence_similarity,structural_similarity,family_1,family_2
vct-368,validation,vct-228,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-laptop-spec
vct-368,validation,vct-238,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-music-track
vct-368,validation,vct-248,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-classroom-seat
vct-368,validation,vct-258,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-medical-record
vct-368,validation,vct-268,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-coffee-order
vct-368,validation,vct-278,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-vending-machine
vct-368,validation,vct-288,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-parcel-shipping
vct-368,validation,vct-298,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-elevator-controller
vct-368,validation,vct-308,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-thermostat-climate
vct-368,validation,vct-318,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-fitness-tracker
vct-368,validation,vct-328,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-recipe-ingredient
vct-368,validation,vct-338,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-task-todo
vct-368,validation,vct-348,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-saving-deposit
vct-368,validation,vct-358,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-drone-flight
vct-369,validation,vct-009,correct_code,0.9444,0.9756,0.96,fam-parking-lot,fam-student-profile
vct-369,validation,vct-019,correct_code,0.9444,0.973,0.9587,fam-parking-lot,fam-bank-account
vct-369,validation,vct-029,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-product-inventory
vct-369,validation,vct-039,correct_code,0.9444,0.9756,0.96,fam-parking-lot,fam-employee-payroll
vct-369,validation,vct-049,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-library-book
vct-369,validation,vct-059,correct_code,0.9444,0.9756,0.96,fam-parking-lot,fam-car-odometer
vct-369,validation,vct-069,correct_code,0.9444,0.9756,0.96,fam-parking-lot,fam-rectangle-geometry
vct-369,validation,vct-079,correct_code,0.9444,0.9756,0.96,fam-parking-lot,fam-circle-geometry
vct-369,validation,vct-089,correct_code,0.9444,0.973,0.9587,fam-parking-lot,fam-bank-card
vct-369,validation,vct-099,correct_code,0.9444,0.973,0.9587,fam-parking-lot,fam-customer-order
vct-369,validation,vct-109,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-course-enrollment
vct-369,validation,vct-119,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-shopping-cart
vct-369,validation,vct-129,correct_code,0.9444,0.9756,0.96,fam-parking-lot,fam-temperature-sensor
vct-369,validation,vct-139,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-smartphone-battery
vct-369,validation,vct-149,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-pet-care
vct-369,validation,vct-159,correct_code,0.9444,0.973,0.9587,fam-parking-lot,fam-flight-ticket
vct-369,validation,vct-169,correct_code,0.9444,0.973,0.9587,fam-parking-lot,fam-hotel-room
vct-369,validation,vct-179,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-movie-ticket
vct-369,validation,vct-189,correct_code,0.9444,0.973,0.9587,fam-parking-lot,fam-wallet-balance
vct-369,validation,vct-199,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-timer-stopwatch
vct-369,validation,vct-209,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-game-character
vct-369,validation,vct-219,correct_code,0.9444,0.9756,0.96,fam-parking-lot,fam-vehicle-speed
vct-369,validation,vct-229,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-laptop-spec
vct-369,validation,vct-239,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-music-track
vct-369,validation,vct-249,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-classroom-seat
vct-369,validation,vct-259,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-medical-record
vct-369,validation,vct-269,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-coffee-order
vct-369,validation,vct-279,correct_code,0.9444,0.973,0.9587,fam-parking-lot,fam-vending-machine
vct-369,validation,vct-289,correct_code,0.9444,0.9756,0.96,fam-parking-lot,fam-parcel-shipping
vct-369,validation,vct-299,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-elevator-controller
vct-369,validation,vct-309,correct_code,0.9444,0.9756,0.96,fam-parking-lot,fam-thermostat-climate
vct-369,validation,vct-319,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-fitness-tracker
vct-369,validation,vct-329,correct_code,0.9444,0.9756,0.96,fam-parking-lot,fam-recipe-ingredient
vct-369,validation,vct-339,correct_code,1.0,1.0,1.0,fam-parking-lot,fam-task-todo
vct-369,validation,vct-349,correct_code,0.9444,0.973,0.9587,fam-parking-lot,fam-saving-deposit
vct-369,validation,vct-359,correct_code,0.9444,0.9756,0.96,fam-parking-lot,fam-drone-flight
vct-370,validation,vct-010,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-student-profile
vct-370,validation,vct-020,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-bank-account
vct-370,validation,vct-030,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-product-inventory
vct-370,validation,vct-040,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-employee-payroll
vct-370,validation,vct-050,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-library-book
vct-370,validation,vct-060,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-car-odometer
vct-370,validation,vct-070,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-rectangle-geometry
vct-370,validation,vct-080,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-circle-geometry
vct-370,validation,vct-090,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-bank-card
vct-370,validation,vct-100,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-customer-order
vct-370,validation,vct-110,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-course-enrollment
vct-370,validation,vct-120,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-shopping-cart
vct-370,validation,vct-130,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-temperature-sensor
vct-370,validation,vct-140,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-smartphone-battery
vct-370,validation,vct-150,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-pet-care
vct-370,validation,vct-160,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-flight-ticket
vct-370,validation,vct-170,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-hotel-room
vct-370,validation,vct-180,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-movie-ticket
vct-370,validation,vct-190,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-wallet-balance
vct-370,validation,vct-200,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-timer-stopwatch
vct-370,validation,vct-210,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-game-character
vct-370,validation,vct-220,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-vehicle-speed
vct-370,validation,vct-230,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-laptop-spec
vct-370,validation,vct-240,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-music-track
vct-370,validation,vct-250,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-classroom-seat
vct-370,validation,vct-260,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-medical-record
vct-370,validation,vct-270,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-coffee-order
vct-370,validation,vct-280,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-vending-machine
vct-370,validation,vct-290,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-parcel-shipping
vct-370,validation,vct-300,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-elevator-controller
vct-370,validation,vct-310,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-thermostat-climate
vct-370,validation,vct-320,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-fitness-tracker
vct-370,validation,vct-330,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-recipe-ingredient
vct-370,validation,vct-340,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-task-todo
vct-370,validation,vct-350,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-saving-deposit
vct-370,validation,vct-360,insufficient_context,1.0,1.0,1.0,fam-parking-lot,fam-drone-flight
vct-371,validation,vct-001,class_object,0.9286,0.9819,0.9552,fam-gym-membership,fam-student-profile
vct-371,validation,vct-011,class_object,0.9286,0.9799,0.9542,fam-gym-membership,fam-bank-account
vct-371,validation,vct-021,class_object,1.0,1.0,1.0,fam-gym-membership,fam-product-inventory
vct-371,validation,vct-031,class_object,0.9286,0.9819,0.9552,fam-gym-membership,fam-employee-payroll
vct-371,validation,vct-041,class_object,1.0,1.0,1.0,fam-gym-membership,fam-library-book
vct-371,validation,vct-051,class_object,0.9286,0.9819,0.9552,fam-gym-membership,fam-car-odometer
vct-371,validation,vct-061,class_object,0.9286,0.9819,0.9552,fam-gym-membership,fam-rectangle-geometry
vct-371,validation,vct-071,class_object,0.9286,0.9819,0.9552,fam-gym-membership,fam-circle-geometry
vct-371,validation,vct-081,class_object,0.9286,0.9799,0.9542,fam-gym-membership,fam-bank-card
vct-371,validation,vct-091,class_object,0.9286,0.9799,0.9542,fam-gym-membership,fam-customer-order
vct-371,validation,vct-101,class_object,1.0,1.0,1.0,fam-gym-membership,fam-course-enrollment
vct-371,validation,vct-111,class_object,1.0,1.0,1.0,fam-gym-membership,fam-shopping-cart
vct-371,validation,vct-121,class_object,0.9286,0.9819,0.9552,fam-gym-membership,fam-temperature-sensor
vct-371,validation,vct-131,class_object,1.0,1.0,1.0,fam-gym-membership,fam-smartphone-battery
vct-371,validation,vct-141,class_object,1.0,1.0,1.0,fam-gym-membership,fam-pet-care
vct-371,validation,vct-151,class_object,0.9286,0.9799,0.9542,fam-gym-membership,fam-flight-ticket
vct-371,validation,vct-161,class_object,0.9286,0.9799,0.9542,fam-gym-membership,fam-hotel-room
vct-371,validation,vct-171,class_object,1.0,1.0,1.0,fam-gym-membership,fam-movie-ticket
vct-371,validation,vct-181,class_object,0.9286,0.9799,0.9542,fam-gym-membership,fam-wallet-balance
vct-371,validation,vct-191,class_object,1.0,1.0,1.0,fam-gym-membership,fam-timer-stopwatch
vct-371,validation,vct-201,class_object,1.0,1.0,1.0,fam-gym-membership,fam-game-character
vct-371,validation,vct-211,class_object,0.9286,0.9819,0.9552,fam-gym-membership,fam-vehicle-speed
vct-371,validation,vct-221,class_object,1.0,1.0,1.0,fam-gym-membership,fam-laptop-spec
vct-371,validation,vct-231,class_object,1.0,1.0,1.0,fam-gym-membership,fam-music-track
vct-371,validation,vct-241,class_object,1.0,1.0,1.0,fam-gym-membership,fam-classroom-seat
vct-371,validation,vct-251,class_object,1.0,1.0,1.0,fam-gym-membership,fam-medical-record
vct-371,validation,vct-261,class_object,1.0,1.0,1.0,fam-gym-membership,fam-coffee-order
vct-371,validation,vct-271,class_object,0.9286,0.9799,0.9542,fam-gym-membership,fam-vending-machine
vct-371,validation,vct-281,class_object,0.9286,0.9819,0.9552,fam-gym-membership,fam-parcel-shipping
vct-371,validation,vct-291,class_object,1.0,1.0,1.0,fam-gym-membership,fam-elevator-controller
vct-371,validation,vct-301,class_object,0.9286,0.9819,0.9552,fam-gym-membership,fam-thermostat-climate
vct-371,validation,vct-311,class_object,1.0,1.0,1.0,fam-gym-membership,fam-fitness-tracker
vct-371,validation,vct-321,class_object,0.9286,0.9819,0.9552,fam-gym-membership,fam-recipe-ingredient
vct-371,validation,vct-331,class_object,1.0,1.0,1.0,fam-gym-membership,fam-task-todo
vct-371,validation,vct-341,class_object,0.9286,0.9799,0.9542,fam-gym-membership,fam-saving-deposit
vct-371,validation,vct-351,class_object,0.9286,0.9819,0.9552,fam-gym-membership,fam-drone-flight
vct-372,validation,vct-002,field_property,1.0,1.0,1.0,fam-gym-membership,fam-student-profile
vct-372,validation,vct-012,field_property,1.0,1.0,1.0,fam-gym-membership,fam-bank-account
vct-372,validation,vct-022,field_property,1.0,1.0,1.0,fam-gym-membership,fam-product-inventory
vct-372,validation,vct-032,field_property,1.0,1.0,1.0,fam-gym-membership,fam-employee-payroll
vct-372,validation,vct-042,field_property,1.0,1.0,1.0,fam-gym-membership,fam-library-book
vct-372,validation,vct-052,field_property,1.0,1.0,1.0,fam-gym-membership,fam-car-odometer
vct-372,validation,vct-062,field_property,1.0,1.0,1.0,fam-gym-membership,fam-rectangle-geometry
vct-372,validation,vct-072,field_property,1.0,1.0,1.0,fam-gym-membership,fam-circle-geometry
vct-372,validation,vct-082,field_property,1.0,1.0,1.0,fam-gym-membership,fam-bank-card
vct-372,validation,vct-092,field_property,1.0,1.0,1.0,fam-gym-membership,fam-customer-order
vct-372,validation,vct-102,field_property,1.0,1.0,1.0,fam-gym-membership,fam-course-enrollment
vct-372,validation,vct-112,field_property,1.0,1.0,1.0,fam-gym-membership,fam-shopping-cart
vct-372,validation,vct-122,field_property,1.0,1.0,1.0,fam-gym-membership,fam-temperature-sensor
vct-372,validation,vct-132,field_property,1.0,1.0,1.0,fam-gym-membership,fam-smartphone-battery
vct-372,validation,vct-142,field_property,1.0,1.0,1.0,fam-gym-membership,fam-pet-care
vct-372,validation,vct-152,field_property,1.0,1.0,1.0,fam-gym-membership,fam-flight-ticket
vct-372,validation,vct-162,field_property,1.0,1.0,1.0,fam-gym-membership,fam-hotel-room
vct-372,validation,vct-172,field_property,1.0,1.0,1.0,fam-gym-membership,fam-movie-ticket
vct-372,validation,vct-182,field_property,1.0,1.0,1.0,fam-gym-membership,fam-wallet-balance
vct-372,validation,vct-192,field_property,1.0,1.0,1.0,fam-gym-membership,fam-timer-stopwatch
vct-372,validation,vct-202,field_property,1.0,1.0,1.0,fam-gym-membership,fam-game-character
vct-372,validation,vct-212,field_property,1.0,1.0,1.0,fam-gym-membership,fam-vehicle-speed
vct-372,validation,vct-222,field_property,1.0,1.0,1.0,fam-gym-membership,fam-laptop-spec
vct-372,validation,vct-232,field_property,1.0,1.0,1.0,fam-gym-membership,fam-music-track
vct-372,validation,vct-242,field_property,1.0,1.0,1.0,fam-gym-membership,fam-classroom-seat
vct-372,validation,vct-252,field_property,1.0,1.0,1.0,fam-gym-membership,fam-medical-record
vct-372,validation,vct-262,field_property,1.0,1.0,1.0,fam-gym-membership,fam-coffee-order
vct-372,validation,vct-272,field_property,1.0,1.0,1.0,fam-gym-membership,fam-vending-machine
vct-372,validation,vct-282,field_property,1.0,1.0,1.0,fam-gym-membership,fam-parcel-shipping
vct-372,validation,vct-292,field_property,1.0,1.0,1.0,fam-gym-membership,fam-elevator-controller
vct-372,validation,vct-302,field_property,1.0,1.0,1.0,fam-gym-membership,fam-thermostat-climate
vct-372,validation,vct-312,field_property,1.0,1.0,1.0,fam-gym-membership,fam-fitness-tracker
vct-372,validation,vct-322,field_property,1.0,1.0,1.0,fam-gym-membership,fam-recipe-ingredient
vct-372,validation,vct-332,field_property,1.0,1.0,1.0,fam-gym-membership,fam-task-todo
vct-372,validation,vct-342,field_property,1.0,1.0,1.0,fam-gym-membership,fam-saving-deposit
vct-372,validation,vct-352,field_property,1.0,1.0,1.0,fam-gym-membership,fam-drone-flight
vct-373,validation,vct-003,getter_setter,0.9333,0.9656,0.9495,fam-gym-membership,fam-student-profile
vct-373,validation,vct-013,getter_setter,0.9333,0.962,0.9477,fam-gym-membership,fam-bank-account
vct-373,validation,vct-023,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-product-inventory
vct-373,validation,vct-033,getter_setter,0.9333,0.9656,0.9495,fam-gym-membership,fam-employee-payroll
vct-373,validation,vct-043,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-library-book
vct-373,validation,vct-053,getter_setter,0.9333,0.9656,0.9495,fam-gym-membership,fam-car-odometer
vct-373,validation,vct-063,getter_setter,0.9333,0.9656,0.9495,fam-gym-membership,fam-rectangle-geometry
vct-373,validation,vct-073,getter_setter,0.9333,0.9656,0.9495,fam-gym-membership,fam-circle-geometry
vct-373,validation,vct-083,getter_setter,0.9333,0.962,0.9477,fam-gym-membership,fam-bank-card
vct-373,validation,vct-093,getter_setter,0.9333,0.962,0.9477,fam-gym-membership,fam-customer-order
vct-373,validation,vct-103,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-course-enrollment
vct-373,validation,vct-113,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-shopping-cart
vct-373,validation,vct-123,getter_setter,0.9333,0.9656,0.9495,fam-gym-membership,fam-temperature-sensor
vct-373,validation,vct-133,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-smartphone-battery
vct-373,validation,vct-143,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-pet-care
vct-373,validation,vct-153,getter_setter,0.9333,0.962,0.9477,fam-gym-membership,fam-flight-ticket
vct-373,validation,vct-163,getter_setter,0.9333,0.962,0.9477,fam-gym-membership,fam-hotel-room
vct-373,validation,vct-173,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-movie-ticket
vct-373,validation,vct-183,getter_setter,0.9333,0.962,0.9477,fam-gym-membership,fam-wallet-balance
vct-373,validation,vct-193,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-timer-stopwatch
vct-373,validation,vct-203,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-game-character
vct-373,validation,vct-213,getter_setter,0.9333,0.9656,0.9495,fam-gym-membership,fam-vehicle-speed
vct-373,validation,vct-223,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-laptop-spec
vct-373,validation,vct-233,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-music-track
vct-373,validation,vct-243,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-classroom-seat
vct-373,validation,vct-253,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-medical-record
vct-373,validation,vct-263,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-coffee-order
vct-373,validation,vct-273,getter_setter,0.9333,0.962,0.9477,fam-gym-membership,fam-vending-machine
vct-373,validation,vct-283,getter_setter,0.9333,0.9656,0.9495,fam-gym-membership,fam-parcel-shipping
vct-373,validation,vct-293,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-elevator-controller
vct-373,validation,vct-303,getter_setter,0.9333,0.9656,0.9495,fam-gym-membership,fam-thermostat-climate
vct-373,validation,vct-313,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-fitness-tracker
vct-373,validation,vct-323,getter_setter,0.9333,0.9656,0.9495,fam-gym-membership,fam-recipe-ingredient
vct-373,validation,vct-333,getter_setter,1.0,1.0,1.0,fam-gym-membership,fam-task-todo
vct-373,validation,vct-343,getter_setter,0.9333,0.962,0.9477,fam-gym-membership,fam-saving-deposit
vct-373,validation,vct-353,getter_setter,0.9333,0.9656,0.9495,fam-gym-membership,fam-drone-flight
vct-374,validation,vct-004,constructor_this,0.9355,0.9683,0.9519,fam-gym-membership,fam-student-profile
vct-374,validation,vct-014,constructor_this,0.9355,0.9649,0.9502,fam-gym-membership,fam-bank-account
vct-374,validation,vct-024,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-product-inventory
vct-374,validation,vct-034,constructor_this,0.9355,0.9683,0.9519,fam-gym-membership,fam-employee-payroll
vct-374,validation,vct-044,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-library-book
vct-374,validation,vct-054,constructor_this,0.9355,0.9683,0.9519,fam-gym-membership,fam-car-odometer
vct-374,validation,vct-064,constructor_this,0.9355,0.9683,0.9519,fam-gym-membership,fam-rectangle-geometry
vct-374,validation,vct-074,constructor_this,0.9355,0.9683,0.9519,fam-gym-membership,fam-circle-geometry
vct-374,validation,vct-084,constructor_this,0.9355,0.9649,0.9502,fam-gym-membership,fam-bank-card
vct-374,validation,vct-094,constructor_this,0.9355,0.9649,0.9502,fam-gym-membership,fam-customer-order
vct-374,validation,vct-104,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-course-enrollment
vct-374,validation,vct-114,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-shopping-cart
vct-374,validation,vct-124,constructor_this,0.9355,0.9683,0.9519,fam-gym-membership,fam-temperature-sensor
vct-374,validation,vct-134,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-smartphone-battery
vct-374,validation,vct-144,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-pet-care
vct-374,validation,vct-154,constructor_this,0.9355,0.9649,0.9502,fam-gym-membership,fam-flight-ticket
vct-374,validation,vct-164,constructor_this,0.9355,0.9649,0.9502,fam-gym-membership,fam-hotel-room
vct-374,validation,vct-174,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-movie-ticket
vct-374,validation,vct-184,constructor_this,0.9355,0.9649,0.9502,fam-gym-membership,fam-wallet-balance
vct-374,validation,vct-194,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-timer-stopwatch
vct-374,validation,vct-204,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-game-character
vct-374,validation,vct-214,constructor_this,0.9355,0.9683,0.9519,fam-gym-membership,fam-vehicle-speed
vct-374,validation,vct-224,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-laptop-spec
vct-374,validation,vct-234,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-music-track
vct-374,validation,vct-244,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-classroom-seat
vct-374,validation,vct-254,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-medical-record
vct-374,validation,vct-264,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-coffee-order
vct-374,validation,vct-274,constructor_this,0.9355,0.9649,0.9502,fam-gym-membership,fam-vending-machine
vct-374,validation,vct-284,constructor_this,0.9355,0.9683,0.9519,fam-gym-membership,fam-parcel-shipping
vct-374,validation,vct-294,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-elevator-controller
vct-374,validation,vct-304,constructor_this,0.9355,0.9683,0.9519,fam-gym-membership,fam-thermostat-climate
vct-374,validation,vct-314,constructor_this,1.0,1.0,1.0,fam-gym-membership,fam-fitness-tracker
